mouldCode,date,startDate,endDate,activity,activityId,username,workstationId
3211,03-09-2020 13:26:23.23,03-09-2020 13:26:23.23,03-09-2020 14:41:09.09,preliminares,1006,user77,1006
3211,20-10-2020 08:45:36.36,20-10-2020 08:45:36.36,20-10-2020 10:37:52.52,bancada,1002,user92,1002
3223,13-10-2020 12:15:13.13,13-10-2020 12:15:13.13,14-10-2020 11:46:10.10,maquinação de eléctrodos,1008,user42,1008
3223,14-10-2020 09:29:25.25,14-10-2020 09:29:25.25,15-10-2020 14:54:45.45,erosão,1009,user39,1009
3223,05-11-2020 11:11:00.00,05-11-2020 11:11:00.00,05-11-2020 15:07:27.27,maquinação de eléctrodos,1008,user42,1008
3223,06-11-2020 09:28:19.19,06-11-2020 09:28:19.19,09-11-2020 14:08:21.21,erosão,1009,user39,1009
3224,17-07-2020 10:55:39.39,17-07-2020 10:55:39.39,17-07-2020 12:30:08.08,trabalho interno,1001,user77,1001
3224,17-07-2020 14:03:37.37,17-07-2020 14:03:37.37,17-07-2020 17:03:29.29,preliminares,1006,user77,1006
3224,20-07-2020 11:47:09.09,20-07-2020 11:47:09.09,20-07-2020 11:47:35.35,trabalho interno,1001,user77,1001
3224,23-07-2020 10:53:00.00,23-07-2020 10:53:00.00,23-07-2020 10:53:01.01,preliminares,1006,user77,1006
3226,28-07-2020 14:02:06.06,28-07-2020 14:02:06.06,28-07-2020 15:21:54.54,bancada,1002,user94,1002
3226,28-07-2020 14:05:01.01,28-07-2020 14:05:01.01,28-07-2020 17:00:05.05,estrutura,1013,user22,1013
3226,28-07-2020 15:28:06.06,28-07-2020 15:28:06.06,29-07-2020 12:54:34.34,bancada,1002,user64,1002
3226,29-07-2020 10:10:56.56,29-07-2020 10:10:56.56,29-07-2020 10:10:58.58,preliminares,1006,user22,1006
3226,29-07-2020 13:32:53.53,29-07-2020 13:32:53.53,30-07-2020 14:37:32.32,bancada,1002,user15,1002
3226,30-07-2020 14:39:17.17,30-07-2020 14:39:17.17,30-07-2020 16:47:26.26,polimento,1010,user106,1010
3226,30-07-2020 15:44:04.04,30-07-2020 15:44:04.04,05-08-2020 12:30:07.07,bancada,1002,user94,1002
3226,05-08-2020 10:17:03.03,05-08-2020 10:17:03.03,05-08-2020 11:21:54.54,fresagem,1004,user74,1004
3226,05-08-2020 13:30:46.46,05-08-2020 13:30:46.46,07-08-2020 12:30:16.16,bancada,1002,user94,1002
3227,23-07-2020 12:23:13.13,23-07-2020 12:23:13.13,29-07-2020 16:09:11.11,bancada,1002,user94,1002
3227,29-07-2020 15:48:34.34,29-07-2020 15:48:34.34,29-07-2020 17:00:08.08,estrutura,1013,user22,1013
3227,29-07-2020 16:09:11.11,29-07-2020 16:09:11.11,29-07-2020 17:03:05.05,bancada,1002,user94,1002
3227,30-07-2020 07:53:44.44,30-07-2020 07:53:44.44,30-07-2020 09:21:35.35,preliminares,1006,user22,1006
3227,30-07-2020 08:00:20.20,30-07-2020 08:00:16.16,04-08-2020 17:00:20.20,bancada,1002,user94,1002
3227,05-08-2020 11:21:54.54,05-08-2020 11:21:54.54,06-08-2020 09:59:44.44,fresagem,1004,user74,1004
3227,06-08-2020 11:16:51.51,06-08-2020 11:16:51.51,06-08-2020 12:33:45.45,bancada,1002,user118,1002
3236,08-07-2020 13:58:08.08,08-07-2020 13:58:08.08,08-07-2020 14:10:08.08,maquinação de eléctrodos,1008,user42,1008
3236,13-07-2020 13:47:54.54,13-07-2020 13:47:54.54,20-07-2020 12:03:44.44,erosão,1009,user39,1009
3240,08-07-2020 10:55:16.16,08-07-2020 10:55:16.16,21-07-2020 17:02:45.45,bancada,1002,user118,1002
3240,23-07-2020 14:53:03.03,23-07-2020 14:53:03.03,23-07-2020 16:01:11.11,trabalho interno,1001,user77,1001
3240,24-07-2020 08:00:12.12,24-07-2020 08:00:12.12,24-07-2020 08:00:14.14,preliminares,1006,user77,1006
3241,07-07-2020 16:49:27.27,07-07-2020 16:49:27.27,22-07-2020 16:46:43.43,bancada,1002,user94,1002
3241,23-07-2020 10:56:41.41,23-07-2020 10:56:41.41,23-07-2020 12:30:19.19,trabalho interno,1001,user77,1001
3241,23-07-2020 13:23:53.53,23-07-2020 13:23:53.53,24-07-2020 08:00:18.18,preliminares,1006,user77,1006
3241,24-07-2020 08:03:01.01,24-07-2020 08:02:56.56,24-07-2020 10:00:04.04,bancada,1002,user118,1002
3242,20-07-2020 09:34:48.48,20-07-2020 09:34:48.48,20-07-2020 12:30:13.13,trabalho interno,1001,user77,1001
3242,20-07-2020 13:30:57.57,20-07-2020 13:30:57.57,23-07-2020 10:52:59.59,preliminares,1006,user77,1006
3243,03-07-2020 08:27:07.07,03-07-2020 08:27:07.07,25-08-2020 08:43:57.57,bancada,1002,user92,1002
3243,02-09-2020 10:13:37.37,02-09-2020 10:13:37.37,02-09-2020 12:30:08.08,trabalho interno,1001,user77,1001
3243,02-09-2020 11:59:31.31,02-09-2020 11:59:31.31,03-09-2020 07:59:58.58,furação,1011,user65,1011
3243,02-09-2020 13:31:05.05,02-09-2020 13:31:05.05,03-09-2020 09:33:53.53,preliminares,1006,user77,1006
3243,03-09-2020 08:00:33.33,03-09-2020 08:00:33.33,03-09-2020 17:00:34.34,furação,1011,user65,1011
3243,11-09-2020 09:30:51.51,11-09-2020 09:30:51.51,25-09-2020 17:22:25.25,bancada,1002,user94,1002
3244,06-07-2020 08:48:14.14,06-07-2020 08:48:14.14,02-09-2020 17:00:04.04,bancada,1002,user92,1002
3244,04-09-2020 08:02:45.45,04-09-2020 08:02:45.45,04-09-2020 14:57:59.59,furação,1011,user65,1011
3244,11-09-2020 09:47:29.29,11-09-2020 09:47:29.29,17-09-2020 17:00:07.07,bancada,1002,user76,1002
3244,17-09-2020 14:02:15.15,17-09-2020 14:02:15.15,18-09-2020 08:07:52.52,torno,1005,user51,1005
3244,18-09-2020 08:16:23.23,18-09-2020 08:16:23.23,28-09-2020 08:10:58.58,bancada,1002,user121,1002
3248,03-08-2020 08:15:17.17,03-08-2020 08:15:17.17,12-08-2020 16:40:07.07,bancada,1002,user93,1002
3249,03-08-2020 08:12:43.43,03-08-2020 08:12:43.43,05-08-2020 12:00:52.52,bancada,1002,user93,1002
3250,03-08-2020 15:54:14.14,03-08-2020 15:54:14.14,05-08-2020 17:02:50.50,bancada,1002,user118,1002
3250,05-08-2020 15:21:12.12,05-08-2020 15:21:12.12,05-08-2020 16:03:48.48,retificação,1003,user142,1003
3250,06-08-2020 07:59:50.50,06-08-2020 07:59:45.45,12-08-2020 11:48:12.12,bancada,1002,user93,1002
3262,03-07-2020 11:25:52.52,03-07-2020 11:25:52.52,30-07-2020 16:02:53.53,bancada,1002,user148,1002
3262,03-08-2020 16:23:14.14,03-08-2020 16:23:14.14,03-08-2020 17:39:04.04,maquinação de eléctrodos,1008,user42,1008
3262,10-08-2020 12:09:30.30,10-08-2020 12:09:30.30,10-08-2020 14:28:41.41,polimento,1010,user106,1010
3262,11-08-2020 14:44:36.36,11-08-2020 14:44:36.36,11-08-2020 15:12:01.01,maquinação de eléctrodos,1008,user42,1008
3262,11-08-2020 15:50:58.58,11-08-2020 15:50:58.58,13-08-2020 10:14:45.45,bancada,1002,user96,1002
3262,13-08-2020 08:07:27.27,13-08-2020 08:07:27.27,13-08-2020 09:46:02.02,polimento,1010,user106,1010
3262,13-08-2020 11:34:12.12,13-08-2020 11:34:12.12,14-08-2020 11:12:35.35,bancada,1002,user96,1002
3262,14-08-2020 09:10:17.17,14-08-2020 09:10:17.17,14-08-2020 14:16:02.02,maquinação de eléctrodos,1008,user42,1008
3262,14-08-2020 15:06:18.18,14-08-2020 15:06:18.18,14-08-2020 15:35:11.11,polimento,1010,user106,1010
3262,14-08-2020 15:54:53.53,14-08-2020 15:54:53.53,14-08-2020 16:15:53.53,bancada,1002,user96,1002
3262,17-08-2020 08:03:11.11,17-08-2020 08:03:11.11,17-08-2020 09:12:41.41,polimento,1010,user106,1010
3262,20-08-2020 14:49:17.17,20-08-2020 14:49:17.17,20-08-2020 15:29:05.05,fresagem,1004,user74,1004
3262,01-09-2020 16:39:41.41,01-09-2020 16:39:41.41,15-09-2020 14:17:51.51,bancada,1002,user121,1002
3262,15-09-2020 17:19:50.50,15-09-2020 17:19:50.50,15-09-2020 17:31:16.16,estrutura,1013,user22,1013
3262,16-09-2020 07:01:14.14,16-09-2020 07:01:14.14,16-09-2020 14:28:13.13,preliminares,1006,user22,1006
3262,18-09-2020 10:46:47.47,18-09-2020 10:46:47.47,18-09-2020 13:38:57.57,maquinação de eléctrodos,1008,user42,1008
3262,24-09-2020 11:33:32.32,24-09-2020 11:33:32.32,25-09-2020 08:11:49.49,bancada,1002,user64,1002
3262,30-09-2020 09:24:36.36,30-09-2020 09:24:36.36,30-09-2020 11:58:46.46,erosão,1009,user39,1009
3262,01-10-2020 08:22:11.11,01-10-2020 08:22:11.11,01-10-2020 11:44:43.43,polimento,1010,user106,1010
3262,01-10-2020 09:41:44.44,01-10-2020 09:41:44.44,22-10-2020 09:33:47.47,bancada,1002,user118,1002
3262,29-10-2020 08:30:29.29,29-10-2020 08:30:29.29,29-10-2020 08:55:31.31,polimento,1010,user96,1010
3262,29-10-2020 08:55:31.31,29-10-2020 08:55:31.31,30-10-2020 15:08:31.31,bancada,1002,user121,1002
3262,03-11-2020 16:08:09.09,03-11-2020 16:08:09.09,05-11-2020 08:01:28.28,furação,1011,user65,1011
3262,05-11-2020 08:22:58.58,05-11-2020 08:22:58.58,05-11-2020 11:50:46.46,fresagem,1004,user74,1004
3262,05-11-2020 13:34:30.30,05-11-2020 13:34:30.30,05-11-2020 15:31:37.37,trabalho interno,1001,user26,1001
3263,08-07-2020 08:22:35.35,08-07-2020 08:22:35.35,08-07-2020 09:11:32.32,polimento,1010,user13,1010
3263,08-07-2020 09:07:28.28,08-07-2020 09:07:28.28,03-08-2020 17:00:05.05,bancada,1002,user92,1002
3263,03-08-2020 17:39:04.04,03-08-2020 17:39:04.04,03-08-2020 19:02:45.45,maquinação de eléctrodos,1008,user42,1008
3263,04-08-2020 14:25:49.49,04-08-2020 14:25:49.49,06-08-2020 12:30:06.06,bancada,1002,user92,1002
3263,06-08-2020 10:32:44.44,06-08-2020 10:32:44.44,06-08-2020 11:30:14.14,polimento,1010,user106,1010
3263,06-08-2020 13:30:36.36,06-08-2020 13:30:36.36,11-08-2020 10:10:56.56,bancada,1002,user96,1002
3263,11-08-2020 15:12:01.01,11-08-2020 15:12:01.01,12-08-2020 08:27:22.22,maquinação de eléctrodos,1008,user42,1008
3263,12-08-2020 11:06:17.17,12-08-2020 11:06:16.16,12-08-2020 11:41:07.07,polimento,1010,user106,1010
3263,14-08-2020 09:48:28.28,14-08-2020 09:48:28.28,14-08-2020 10:17:18.18,maquinação de eléctrodos,1008,user42,1008
3263,14-08-2020 13:47:24.24,14-08-2020 13:47:23.23,14-08-2020 15:06:18.18,polimento,1010,user106,1010
3263,07-09-2020 11:45:06.06,07-09-2020 11:45:06.06,07-09-2020 12:30:03.03,trabalho interno,1001,user77,1001
3263,07-09-2020 13:42:50.50,07-09-2020 13:42:50.50,07-09-2020 14:22:38.38,preliminares,1006,user77,1006
3263,11-09-2020 11:30:30.30,11-09-2020 11:30:30.30,11-09-2020 16:05:46.46,bancada,1002,user94,1002
3263,14-09-2020 09:37:24.24,14-09-2020 09:37:24.24,14-09-2020 11:47:05.05,estrutura,1013,user22,1013
3263,15-09-2020 08:08:46.46,15-09-2020 08:08:46.46,15-09-2020 12:31:18.18,bancada,1002,user64,1002
3263,15-09-2020 08:44:54.54,15-09-2020 08:44:54.54,15-09-2020 10:54:59.59,maquinação de eléctrodos,1008,user42,1008
3263,29-09-2020 15:48:18.18,29-09-2020 15:48:18.18,30-09-2020 16:15:29.29,bancada,1002,user64,1002
3263,30-09-2020 15:22:24.24,30-09-2020 15:22:24.24,30-09-2020 15:55:45.45,polimento,1010,user106,1010
3263,01-10-2020 08:00:20.20,01-10-2020 08:00:17.17,05-11-2020 12:30:05.05,bancada,1002,user15,1002
3263,05-11-2020 09:20:05.05,05-11-2020 09:20:05.05,05-11-2020 11:11:00.00,maquinação de eléctrodos,1008,user42,1008
3263,05-11-2020 11:45:01.01,05-11-2020 11:45:01.01,06-11-2020 09:28:19.19,erosão,1009,user39,1009
3263,05-11-2020 11:50:46.46,05-11-2020 11:50:46.46,05-11-2020 12:30:16.16,fresagem,1004,user74,1004
3263,05-11-2020 13:30:24.24,05-11-2020 13:30:24.24,05-11-2020 17:00:05.05,bancada,1002,user15,1002
3263,05-11-2020 13:30:25.25,05-11-2020 13:30:25.25,05-11-2020 14:25:51.51,fresagem,1004,user74,1004
3263,05-11-2020 15:32:01.01,05-11-2020 15:32:01.01,05-11-2020 18:09:29.29,trabalho interno,1001,user26,1001
3263,06-11-2020 08:00:31.31,06-11-2020 08:00:28.28,09-11-2020 12:16:39.39,bancada,1002,user121,1002
3264,06-10-2020 14:12:18.18,06-10-2020 14:12:18.18,06-10-2020 16:28:54.54,trabalho interno,1001,user77,1001
3268,11-07-2020 06:27:07.07,11-07-2020 06:27:07.07,06-10-2020 14:52:43.43,maquinação de eléctrodos,1008,user42,1008
3269,22-07-2020 11:04:48.48,22-07-2020 11:04:47.47,23-07-2020 17:00:05.05,bancada,1002,user121,1002
3269,23-07-2020 14:33:42.42,23-07-2020 14:33:42.42,23-07-2020 15:54:50.50,estrutura,1013,user22,1013
3269,23-07-2020 16:00:34.34,23-07-2020 16:00:34.34,24-07-2020 12:30:21.21,bancada,1002,user121,1002
3269,24-07-2020 08:02:30.30,24-07-2020 08:02:30.30,24-07-2020 08:34:53.53,preliminares,1006,user22,1006
3269,24-07-2020 13:30:25.25,24-07-2020 13:30:25.25,27-07-2020 12:30:19.19,bancada,1002,user121,1002
3269,27-07-2020 10:42:29.29,27-07-2020 10:42:28.28,27-07-2020 12:30:31.31,fresagem,1004,user72,1004
3269,27-07-2020 10:42:31.31,27-07-2020 10:42:31.31,27-07-2020 12:30:33.33,furação,1011,user65,1011
3269,27-07-2020 13:24:50.50,27-07-2020 13:24:50.50,27-07-2020 14:29:18.18,fresagem,1004,user72,1004
3269,27-07-2020 13:24:52.52,27-07-2020 13:24:52.52,27-07-2020 17:00:19.19,furação,1011,user65,1011
3269,27-07-2020 13:30:32.32,27-07-2020 13:30:32.32,27-07-2020 14:26:20.20,bancada,1002,user121,1002
3269,28-07-2020 08:00:23.23,28-07-2020 08:00:23.23,28-07-2020 12:20:09.09,furação,1011,user65,1011
3269,07-08-2020 11:14:32.32,07-08-2020 11:14:32.32,08-10-2020 17:00:10.10,bancada,1002,user94,1002
3269,09-10-2020 12:15:28.28,09-10-2020 12:15:28.28,09-10-2020 12:30:09.09,trabalho interno,1001,user77,1001
3269,09-10-2020 13:26:27.27,09-10-2020 13:26:27.27,09-10-2020 15:40:10.10,bancada,1002,user94,1002
3269,09-10-2020 13:30:41.41,09-10-2020 13:30:41.41,09-10-2020 15:35:33.33,preliminares,1006,user77,1006
3270,22-07-2020 11:57:28.28,22-07-2020 11:57:28.28,23-07-2020 13:00:02.02,bancada,1002,user93,1002
3270,23-07-2020 08:49:33.33,23-07-2020 08:49:33.33,23-07-2020 09:33:51.51,fresagem,1004,user74,1004
3270,23-07-2020 12:21:55.55,23-07-2020 12:21:55.55,23-07-2020 17:02:45.45,bancada,1002,user118,1002
3270,24-07-2020 08:00:26.26,24-07-2020 08:00:26.26,24-07-2020 12:30:18.18,fresagem,1004,user74,1004
3270,29-07-2020 09:08:47.47,29-07-2020 09:08:47.47,09-10-2020 17:00:09.09,bancada,1002,user121,1002
3270,09-10-2020 15:36:08.08,09-10-2020 15:36:08.08,09-10-2020 16:14:42.42,trabalho interno,1001,user77,1001
3270,12-10-2020 08:00:17.17,12-10-2020 08:00:13.13,12-10-2020 08:39:21.21,bancada,1002,user121,1002
3270,12-10-2020 08:01:31.31,12-10-2020 08:01:31.31,12-10-2020 09:48:02.02,preliminares,1006,user77,1006
3271,20-07-2020 09:46:58.58,20-07-2020 09:46:58.58,04-08-2020 08:17:33.33,bancada,1002,user15,1002
3271,13-08-2020 08:54:51.51,13-08-2020 08:54:51.51,14-08-2020 08:58:52.52,furação,1011,user65,1011
3271,18-08-2020 10:59:41.41,18-08-2020 10:59:41.41,24-08-2020 17:01:10.10,bancada,1002,user148,1002
3271,25-08-2020 09:56:01.01,25-08-2020 09:56:01.01,25-08-2020 11:01:20.20,fresagem,1004,user74,1004
3271,25-08-2020 14:10:20.20,25-08-2020 14:10:20.20,28-08-2020 12:04:09.09,bancada,1002,user148,1002
3272,16-07-2020 08:57:09.09,16-07-2020 08:57:09.09,17-07-2020 15:21:14.14,bancada,1002,user15,1002
3272,21-07-2020 08:06:34.34,21-07-2020 08:06:34.34,21-07-2020 08:59:23.23,retificação,1003,user142,1003
3272,21-07-2020 14:20:57.57,21-07-2020 14:20:57.57,24-07-2020 15:17:09.09,bancada,1002,user15,1002
3272,27-07-2020 16:16:53.53,27-07-2020 16:16:53.53,28-07-2020 12:23:40.40,polimento,1010,user106,1010
3272,28-07-2020 09:23:26.26,28-07-2020 09:23:26.26,05-08-2020 11:29:08.08,bancada,1002,user15,1002
3272,05-08-2020 14:59:03.03,05-08-2020 14:59:03.03,06-08-2020 09:41:15.15,polimento,1010,user106,1010
3272,18-08-2020 13:30:43.43,18-08-2020 13:30:42.42,27-08-2020 12:30:12.12,bancada,1002,user148,1002
3272,27-08-2020 14:56:36.36,27-08-2020 14:56:36.36,27-08-2020 15:38:54.54,fresagem,1004,user74,1004
3273,03-07-2020 09:34:02.02,03-07-2020 09:34:02.02,06-07-2020 08:50:48.48,bancada,1002,user15,1002
3273,06-07-2020 08:39:57.57,06-07-2020 08:39:57.57,06-07-2020 11:08:53.53,furação,1011,user65,1011
3273,06-07-2020 11:05:58.58,06-07-2020 11:05:58.58,06-07-2020 11:30:48.48,maquinação de eléctrodos,1008,user42,1008
3273,08-07-2020 13:33:41.41,08-07-2020 13:33:41.41,08-07-2020 14:34:30.30,polimento,1010,user13,1010
3273,10-07-2020 08:01:13.13,10-07-2020 08:01:08.08,18-08-2020 13:39:10.10,bancada,1002,user118,1002
3273,19-08-2020 09:24:52.52,19-08-2020 09:24:52.52,19-08-2020 09:45:57.57,maquinação de eléctrodos,1008,user42,1008
3273,19-08-2020 10:36:50.50,19-08-2020 10:36:50.50,19-08-2020 16:43:13.13,polimento,1010,user106,1010
3273,20-08-2020 16:23:52.52,20-08-2020 16:23:52.52,21-08-2020 10:58:02.02,bancada,1002,user118,1002
3273,21-08-2020 08:10:27.27,21-08-2020 08:10:27.27,21-08-2020 08:55:22.22,fresagem,1004,user74,1004
3273,24-08-2020 10:24:08.08,24-08-2020 10:24:08.08,24-08-2020 11:48:50.50,polimento,1010,user106,1010
3274,06-07-2020 14:30:35.35,06-07-2020 14:30:35.35,06-07-2020 16:36:39.39,trabalho interno,1001,user77,1001
3274,07-07-2020 07:59:59.59,07-07-2020 07:59:59.59,07-07-2020 08:46:14.14,preliminares,1006,user77,1006
3274,16-07-2020 14:58:41.41,16-07-2020 14:58:41.41,21-07-2020 12:49:12.12,bancada,1002,user93,1002
3276,03-07-2020 14:55:18.18,03-07-2020 14:55:18.18,06-07-2020 12:30:17.17,bancada,1002,user121,1002
3276,06-07-2020 08:39:26.26,06-07-2020 08:39:26.26,06-07-2020 09:53:03.03,estrutura,1013,user77,1013
3276,06-07-2020 13:30:19.19,06-07-2020 13:30:18.18,07-09-2020 08:07:22.22,bancada,1002,user118,1002
3277,10-07-2020 15:01:40.40,10-07-2020 15:01:40.40,10-07-2020 17:01:21.21,torno,1005,user51,1005
3279,09-07-2020 09:55:23.23,09-07-2020 09:55:23.23,23-09-2020 08:52:24.24,maquinação de eléctrodos,1008,user42,1008
3281,20-07-2020 14:55:53.53,20-07-2020 14:55:53.53,06-10-2020 17:00:09.09,bancada,1002,user121,1002
3281,06-10-2020 15:09:21.21,06-10-2020 15:09:21.21,06-10-2020 16:28:58.58,trabalho interno,1001,user77,1001
3281,07-10-2020 08:00:34.34,07-10-2020 08:00:30.30,07-10-2020 11:40:53.53,bancada,1002,user121,1002
3282,06-07-2020 08:00:17.17,06-07-2020 08:00:13.13,06-07-2020 08:06:32.32,bancada,1002,user93,1002
3282,09-07-2020 08:11:14.14,09-07-2020 08:11:14.14,09-07-2020 17:00:05.05,estrutura,1013,user22,1013
3282,10-07-2020 07:55:06.06,10-07-2020 07:55:06.06,10-07-2020 17:00:04.04,preliminares,1006,user22,1006
3282,10-07-2020 14:29:19.19,10-07-2020 14:29:19.19,13-07-2020 09:02:13.13,bancada,1002,user96,1002
3282,13-07-2020 08:01:34.34,13-07-2020 08:01:34.34,13-07-2020 11:22:02.02,preliminares,1006,user22,1006
3282,14-07-2020 08:46:39.39,14-07-2020 08:46:39.39,14-07-2020 09:15:23.23,fresagem,1004,user71,1004
3282,14-07-2020 09:15:12.12,14-07-2020 09:15:12.12,14-07-2020 12:08:21.21,maquinação de eléctrodos,1008,user42,1008
3282,14-07-2020 13:33:21.21,14-07-2020 13:33:21.21,16-07-2020 11:23:21.21,fresagem,1004,user71,1004
3282,16-07-2020 12:26:20.20,16-07-2020 12:26:20.20,17-07-2020 13:31:24.24,retificação,1003,user142,1003
3282,17-07-2020 08:03:59.59,17-07-2020 08:03:59.59,17-07-2020 08:43:06.06,fresagem,1004,user74,1004
3282,17-07-2020 08:14:59.59,17-07-2020 08:14:59.59,17-07-2020 15:52:02.02,bancada,1002,user92,1002
3282,17-07-2020 16:44:00.00,17-07-2020 16:44:00.00,20-07-2020 10:41:37.37,retificação,1003,user142,1003
3282,20-07-2020 10:50:03.03,20-07-2020 10:50:03.03,20-07-2020 12:30:04.04,bancada,1002,user92,1002
3282,20-07-2020 12:03:44.44,20-07-2020 12:03:44.44,21-07-2020 18:03:16.16,erosão,1009,user39,1009
3282,20-07-2020 13:30:41.41,20-07-2020 13:30:40.40,20-07-2020 16:29:27.27,bancada,1002,user92,1002
3282,21-07-2020 08:53:54.54,21-07-2020 08:53:54.54,21-07-2020 12:30:57.57,não conformidade,1014,user71,1014
3282,21-07-2020 11:28:49.49,21-07-2020 11:28:49.49,21-07-2020 12:33:02.02,polimento,1010,user106,1010
3282,21-07-2020 13:30:30.30,21-07-2020 13:30:30.30,21-07-2020 14:04:33.33,não conformidade,1014,user71,1014
